JTWID,PERSID,HHID,ORIGSLA,ORIGLGA,STARTHOUR,DESTSLA,DESTLGA,ARRHOUR,JTWMODE,JTWDIST,JTWTravelTime,JTWElapsedTime,TRAVELPERIOD,ADJTWWGT,WDJTWWGT,WEJTWWGT
Y09H011123P01JTW1,Y09H011123P01,Y09H011123,Port Phillip (C) - St Kilda,Port Phillip (C),6,Kingston (C) - North,Kingston (C),7,Train,19.06,60,60,Off Peak,301.6603103,434.8820386, 
Y09H011123P02JTW1,Y09H011123P02,Y09H011123,Port Phillip (C) - St Kilda,Port Phillip (C),6,Melbourne (C) - Inner,Melbourne (C),7,Tram,7.38,47,47,AM Peak (7am to 9am),245.90863,360.8426094, 
Y09H011127P02JTW1,Y09H011127P02,Y09H011127,Port Phillip (C) - St Kilda,Port Phillip (C),7,Glen Eira (C) - Caulfield,Glen Eira (C),7,Vehicle Driver,7.57,15,15,Off Peak,139.3830967, ,555.4765073
Y09H011130P01JTW1,Y09H011130P01,Y09H011130,Port Phillip (C) - St Kilda,Port Phillip (C),9,Port Phillip (C) - St Kilda,Port Phillip (C),9,Vehicle Driver,1.86,10,10,Off Peak,124.4041038,182.2847441, 
Y09H011132P01JTW1,Y09H011132P01,Y09H011132,Port Phillip (C) - St Kilda,Port Phillip (C),8,Port Phillip (C) - St Kilda,Port Phillip (C),8,Vehicle Driver,3.22,15,20,AM Peak (7am to 9am),169.9379868,251.8531153, 
Y09H011136P01JTW1,Y09H011136P01,Y09H011136,Port Phillip (C) - St Kilda,Port Phillip (C),7,Melbourne (C) - Inner,Melbourne (C),9,Tram,7.81,65,65,AM Peak (7am to 9am),250.7888046,364.7832025, 
Y09H011139P01JTW1,Y09H011139P01,Y09H011139,Port Phillip (C) - St Kilda,Port Phillip (C),7,Maribyrnong (C),Maribyrnong (C),8,Vehicle Driver,16.23,50,50,AM Peak (7am to 9am),249.5539546,360.2182801, 
Y09H011202P01JTW1,Y09H011202P01,Y09H011202,Port Phillip (C) - St Kilda,Port Phillip (C),8,Stonnington (C) - Prahran,Stonnington (C),8,Train,3.24,16,17,AM Peak (7am to 9am),212.6776386,311.841493, 
Y09H011203P02JTW1,Y09H011203P02,Y09H011203,Port Phillip (C) - St Kilda,Port Phillip (C),7,Melbourne (C) - Inner,Melbourne (C),8,Train,9.79,30,30,AM Peak (7am to 9am),187.467713,274.8452271, 
Y09H011210P01JTW1,Y09H011210P01,Y09H011210,Port Phillip (C) - St Kilda,Port Phillip (C),7,Melbourne (C) - Inner,Melbourne (C),7,Train,8.93,30,30,AM Peak (7am to 9am),232.9254179,341.0342772, 
Y09H011210P02JTW1,Y09H011210P02,Y09H011210,Port Phillip (C) - St Kilda,Port Phillip (C),8,Melbourne (C) - Inner,Melbourne (C),9,Train,8.93,30,30,AM Peak (7am to 9am),303.2249163,443.9622395, 
Y09H011231P01JTW1,Y09H011231P01,Y09H011231,Port Phillip (C) - St Kilda,Port Phillip (C),8,Melbourne (C) - Southbank & Docklands,Melbourne (C),9,Tram,6.26,55,55,AM Peak (7am to 9am),108.6708211,174.5578592, 
Y09H011231P02JTW1,Y09H011231P02,Y09H011231,Port Phillip (C) - St Kilda,Port Phillip (C),7,Port Phillip (C) - St Kilda,Port Phillip (C),10,Vehicle Driver,7.82,35,190,AM Peak (7am to 9am),104.5584516,167.4158907, 
Y09H011232P01JTW1,Y09H011232P01,Y09H011232,Port Phillip (C) - St Kilda,Port Phillip (C),9,Melbourne (C) - Remainder,Melbourne (C),9,Bicycle,3.42,15,15,Off Peak,220.4145594,267.7401543, 
Y09H011301P02JTW1,Y09H011301P02,Y09H011301,Port Phillip (C) - St Kilda,Port Phillip (C),8,Yarra (C) - North,Yarra (C),8,Vehicle Driver,7.62,30,30,AM Peak (7am to 9am),293.0116961,347.5172254, 
Y09H011323P01JTW1,Y09H011323P01,Y09H011323,Port Phillip (C) - St Kilda,Port Phillip (C),7,Melbourne (C) - Remainder,Melbourne (C),8,Train,8.61,90,90,AM Peak (7am to 9am),96.92237688,133.3483908, 
Y09H011326P01JTW1,Y09H011326P01,Y09H011326,Port Phillip (C) - St Kilda,Port Phillip (C),7,Moonee Valley (C) - Essendon,Moonee Valley (C),8,Vehicle Driver,11.56,40,65,AM Peak (7am to 9am),198.4165394,283.1905619, 
Y09H011340P01JTW1,Y09H011340P01,Y09H011340,Port Phillip (C) - St Kilda,Port Phillip (C),8,Stonnington (C) - Malvern,Stonnington (C),8,Vehicle Driver,4.37,15,15,AM Peak (7am to 9am),122.6155998,178.5975321, 
Y09H011340P02JTW1,Y09H011340P02,Y09H011340,Port Phillip (C) - St Kilda,Port Phillip (C),7,Port Phillip (C) - West,Port Phillip (C),7,Vehicle Passenger,3.1,10,10,AM Peak (7am to 9am),164.1108788,242.6936532, 
Y09H011340P03JTW1,Y09H011340P03,Y09H011340,Port Phillip (C) - St Kilda,Port Phillip (C),11,Stonnington (C) - Prahran,Stonnington (C),11,Walking,2.5,45,45,Off Peak,206.4440616,301.7682733, 
Y09H011401P01JTW1,Y09H011401P01,Y09H011401,Yarra (C) - Richmond,Yarra (C),8,Melbourne (C) - Inner,Melbourne (C),8,Tram,4.17,30,30,AM Peak (7am to 9am),112.9012837,204.1929329, 
Y09H011408P04JTW1,Y09H011408P04,Y09H011408,Yarra (C) - Richmond,Yarra (C),7,Monash (C) - South-West,Monash (C),7,Train,19.37,55,55,AM Peak (7am to 9am),51.35199863,70.6594607, 
Y09H011409P01JTW1,Y09H011409P01,Y09H011409,Yarra (C) - Richmond,Yarra (C),6,Melbourne (C) - Remainder,Melbourne (C),7,Tram,7.91,45,45,AM Peak (7am to 9am),101.4135091,187.9798762, 
Y09H011416P02JTW1,Y09H011416P02,Y09H011416,Yarra (C) - Richmond,Yarra (C),9,Yarra (C) - Richmond,Yarra (C),9,Walking,0.24,5,5,Off Peak,111.1755971,151.8951243, 
Y09H011417P01JTW1,Y09H011417P01,Y09H011417,Yarra (C) - Richmond,Yarra (C),8,Melbourne (C) - Inner,Melbourne (C),8,Vehicle Driver,3.87,21,22,AM Peak (7am to 9am),110.7901665,151.0337639, 
Y09H011422P01JTW1,Y09H011422P01,Y09H011422,Yarra (C) - Richmond,Yarra (C),12,Kingston (C) - North,Kingston (C),13,Vehicle Driver,19.65,30,30,Off Peak,96.2617232,142.8071249, 
Y09H011424P02JTW1,Y09H011424P02,Y09H011424,Yarra (C) - Richmond,Yarra (C),7,Hobsons Bay (C) - Williamstown,Hobsons Bay (C),8,Vehicle Driver,16.6,30,30,AM Peak (7am to 9am),51.73944857,72.70586101, 
Y09H011425P01JTW1,Y09H011425P01,Y09H011425,Yarra (C) - Richmond,Yarra (C),8,Melbourne (C) - Inner,Melbourne (C),8,Vehicle Driver,4.37,22,22,AM Peak (7am to 9am),72.45314255,106.83597, 
Y09H011433P01JTW1,Y09H011433P01,Y09H011433,Yarra (C) - Richmond,Yarra (C),9,Glen Eira (C) - Caulfield,Glen Eira (C),10,Taxi,8.67,35,40,Off Peak,141.1605732,192.3173698, 
Y09H011438P01JTW1,Y09H011438P01,Y09H011438,Yarra (C) - Richmond,Yarra (C),8,Melbourne (C) - Remainder,Melbourne (C),9,Tram,2.38,26,26,AM Peak (7am to 9am),122.7705357,169.925401, 
Y09H011441P01JTW1,Y09H011441P01,Y09H011441,Yarra (C) - Richmond,Yarra (C),5,Hume (C) - Craigieburn,Hume (C),6,Vehicle Driver,23.95,30,30,Off Peak,39.6067511, ,143.3962573
Y09H011441P04JTW1,Y09H011441P04,Y09H011441,Yarra (C) - Richmond,Yarra (C),16,Yarra (C) - Richmond,Yarra (C),16,Vehicle Passenger,1.24,10,10,Off Peak,43.27131562, ,156.6422986
Y09H011511P01JTW1,Y09H011511P01,Y09H011511,Port Phillip (C) - West,Port Phillip (C),8,Kingston (C) - North,Kingston (C),8,Vehicle Driver,17.91,35,40,AM Peak (7am to 9am),35.051971,40.37310676, 
Y09H011511P02JTW1,Y09H011511P02,Y09H011511,Port Phillip (C) - West,Port Phillip (C),8,Port Phillip (C) - West,Port Phillip (C),8,Vehicle Driver,3.64,20,20,AM Peak (7am to 9am),35.63495178,40.96707433, 
Y09H011512P01JTW1,Y09H011512P01,Y09H011512,Port Phillip (C) - West,Port Phillip (C),7,Melbourne (C) - Southbank & Docklands,Melbourne (C),7,Walking,2.26,30,30,AM Peak (7am to 9am),127.2733532,169.4364381, 
Y09H011512P02JTW1,Y09H011512P02,Y09H011512,Port Phillip (C) - West,Port Phillip (C),8,Melbourne (C) - Inner,Melbourne (C),9,Walking,2.96,30,30,AM Peak (7am to 9am),144.3282183,189.2471097, 
Y09H011513P02JTW1,Y09H011513P02,Y09H011513,Port Phillip (C) - West,Port Phillip (C),8,Port Phillip (C) - West,Port Phillip (C),8,Vehicle Driver,2.2,10,10,Off Peak,97.74449135, ,238.9675925
Y09H011516P01JTW1,Y09H011516P01,Y09H011516,Port Phillip (C) - West,Port Phillip (C),8,Melbourne (C) - Remainder,Melbourne (C),8,Motorcycle,5.02,10,10,AM Peak (7am to 9am),168.7738714,226.1795704, 
Y09H011516P02JTW1,Y09H011516P02,Y09H011516,Port Phillip (C) - West,Port Phillip (C),7,Wyndham (C) - North,Wyndham (C),8,Vehicle Driver,26.61,40,45,AM Peak (7am to 9am),164.7639893,217.4799073, 
Y09H011517P01JTW1,Y09H011517P01,Y09H011517,Port Phillip (C) - West,Port Phillip (C),7,Melbourne (C) - Southbank & Docklands,Melbourne (C),11,Vehicle Driver,13.02,45,260,AM Peak (7am to 9am),302.9573708,460.7836265, 
Y09H011517P02JTW1,Y09H011517P02,Y09H011517,Port Phillip (C) - West,Port Phillip (C),7,Gr. Dandenong (C) - Balance,Greater Dandenong (C),8,Vehicle Driver,22.87,40,40,AM Peak (7am to 9am),246.9659729,382.3344066, 
Y09H011523P01JTW1,Y09H011523P01,Y09H011523,Port Phillip (C) - West,Port Phillip (C),7,Melbourne (C) - Inner,Melbourne (C),7,Tram,3.71,15,15,AM Peak (7am to 9am),97.4571576,172.5169559, 
Y09H011525P01JTW1,Y09H011525P01,Y09H011525,Port Phillip (C) - West,Port Phillip (C),7,Melbourne (C) - Inner,Melbourne (C),8,Tram,3.54,30,35,AM Peak (7am to 9am),44.08291188,65.52290696, 
Y09H011533P01JTW1,Y09H011533P01,Y09H011533,Port Phillip (C) - West,Port Phillip (C),6,Melbourne (C) - Inner,Melbourne (C),7,Tram,3.68,26,26,AM Peak (7am to 9am),33.43648406,39.49563462, 
Y09H011534P02JTW1,Y09H011534P02,Y09H011534,Port Phillip (C) - West,Port Phillip (C),8,Stonnington (C) - Malvern,Stonnington (C),8,Vehicle Driver,9.13,15,15,Off Peak,80.8249731, ,177.7616809
Y09H011601P01JTW1,Y09H011601P01,Y09H011601,Port Phillip (C) - West,Port Phillip (C),8,Melbourne (C) - Remainder,Melbourne (C),8,Bicycle,3.12,20,20,AM Peak (7am to 9am),112.8503063,179.7616965, 
Y09H011602P01JTW1,Y09H011602P01,Y09H011602,Port Phillip (C) - West,Port Phillip (C),7,Hobsons Bay (C) - Williamstown,Hobsons Bay (C),7,Vehicle Driver,7.97,15,15,AM Peak (7am to 9am),168.3411959,226.8023129, 
Y09H011602P02JTW1,Y09H011602P02,Y09H011602,Port Phillip (C) - West,Port Phillip (C),7,Monash (C) - Waverley West,Monash (C),8,Vehicle Driver,19.7,55,60,AM Peak (7am to 9am),133.2246357,179.8681033, 
Y09H011611P01JTW1,Y09H011611P01,Y09H011611,Port Phillip (C) - West,Port Phillip (C),10,Port Phillip (C) - West,Port Phillip (C),15,Vehicle Driver,37.42,104,331,Off Peak,156.1634367,234.7997776, 
Y09H011619P02JTW1,Y09H011619P02,Y09H011619,Port Phillip (C) - West,Port Phillip (C),7,Melbourne (C) - Inner,Melbourne (C),8,Walking,3.14,35,35,AM Peak (7am to 9am),85.96122913,140.1629592, 
Y09H011641P04JTW1,Y09H011641P04,Y09H011641,Port Phillip (C) - West,Port Phillip (C),12,Melbourne (C) - Southbank & Docklands,Melbourne (C),12,Bicycle,1.88,10,10,Off Peak,227.7806701, ,614.1045226
Y09H011804P01JTW1,Y09H011804P01,Y09H011804,Port Phillip (C) - St Kilda,Port Phillip (C),8,Port Phillip (C) - West,Port Phillip (C),8,Tram,3.95,35,35,AM Peak (7am to 9am),266.3501348,375.5342606, 
Y09H011805P01JTW1,Y09H011805P01,Y09H011805,Port Phillip (C) - St Kilda,Port Phillip (C),7,Moreland (C) - Coburg,Moreland (C),7,Vehicle Driver,18.32,32,32,AM Peak (7am to 9am),104.0817838,142.8800968, 
Y09H011805P02JTW1,Y09H011805P02,Y09H011805,Port Phillip (C) - St Kilda,Port Phillip (C),7,Melbourne (C) - Inner,Melbourne (C),8,Tram,6.81,53,53,AM Peak (7am to 9am),126.5396963,172.7914824, 
Y09H011817P01JTW1,Y09H011817P01,Y09H011817,Port Phillip (C) - St Kilda,Port Phillip (C),6,Port Phillip (C) - St Kilda,Port Phillip (C),7,Tram,2.41,45,50,AM Peak (7am to 9am),234.5533501,342.4864213, 
Y09H011826P01JTW1,Y09H011826P01,Y09H011826,Port Phillip (C) - St Kilda,Port Phillip (C),8,Monash (C) - Waverley West,Monash (C),9,Train,15.67,70,70,AM Peak (7am to 9am),311.9943544,446.9379778, 
Y09H011826P02JTW1,Y09H011826P02,Y09H011826,Port Phillip (C) - St Kilda,Port Phillip (C),8,Stonnington (C) - Malvern,Stonnington (C),8,Tram,5.44,50,50,AM Peak (7am to 9am),254.3327765,370.8460038, 
Y09H011834P01JTW1,Y09H011834P01,Y09H011834,Port Phillip (C) - St Kilda,Port Phillip (C),5,Boroondara (C) - Hawthorn,Boroondara (C),5,Vehicle Driver,7.76,15,15,Off Peak,154.3403338, ,457.1489972
Y09H011836P01JTW1,Y09H011836P01,Y09H011836,Port Phillip (C) - St Kilda,Port Phillip (C),6,Maribyrnong (C),Maribyrnong (C),8,Train,18.82,75,75,AM Peak (7am to 9am),119.2095029,177.5834146, 
Y09H011838P01JTW1,Y09H011838P01,Y09H011838,Port Phillip (C) - St Kilda,Port Phillip (C),11,Boroondara (C) - Camberwell N.,Boroondara (C),11,Vehicle Driver,11.02,30,30,Off Peak,290.5655911,425.3296905, 
Y09H012001P01JTW1,Y09H012001P01,Y09H012001,Yarra (C) - Richmond,Yarra (C),8,Melbourne (C) - Inner,Melbourne (C),10,Tram,6.34,80,160,AM Peak (7am to 9am),70.15502818,117.1169543, 
Y09H012003P02JTW1,Y09H012003P02,Y09H012003,Yarra (C) - Richmond,Yarra (C),7,Yarra (C) - North,Yarra (C),8,Tram,3.11,30,30,AM Peak (7am to 9am),169.3325324,231.4991739, 
Y09H012010P01JTW1,Y09H012010P01,Y09H012010,Yarra (C) - Richmond,Yarra (C),7,Geelong,Greater Geelong (C),8,Vehicle Driver,76.76,65,65,AM Peak (7am to 9am),110.4072341,204.5092666, 
Y09H012012P01JTW1,Y09H012012P01,Y09H012012,Yarra (C) - Richmond,Yarra (C),7,Banyule (C) - Heidelberg,Banyule (C),8,Vehicle Driver,9.85,20,20,AM Peak (7am to 9am),36.94586675,51.0613537, 
Y09H012012P02JTW1,Y09H012012P02,Y09H012012,Yarra (C) - Richmond,Yarra (C),17,Whitehorse (C) - Nunawading W.,Whitehorse (C),19,Train,21.69,95,95,PM Peak (3pm to 6pm),38.28527811,53.28531822, 
Y09H012012P03JTW1,Y09H012012P03,Y09H012012,Yarra (C) - Richmond,Yarra (C),8,Melbourne (C) - Remainder,Melbourne (C),8,Tram,2.8,22,22,AM Peak (7am to 9am),41.82757502,57.02754198, 
Y09H012017P03JTW1,Y09H012017P03,Y09H012017,Yarra (C) - Richmond,Yarra (C),7,Melbourne (C) - Remainder,Melbourne (C),7,Walking,3.1,25,25,AM Peak (7am to 9am),95.81516405,159.4376335, 
Y09H012018P01JTW1,Y09H012018P01,Y09H012018,Yarra (C) - Richmond,Yarra (C),7,Melbourne (C) - Inner,Melbourne (C),8,Tram,5.58,35,35,AM Peak (7am to 9am),128.6393244,177.5822717, 
Y09H012023P02JTW1,Y09H012023P02,Y09H012023,Yarra (C) - Richmond,Yarra (C),7,Glen Eira (C) - Caulfield,Glen Eira (C),8,Vehicle Passenger,8.37,30,30,AM Peak (7am to 9am),105.9804758,144.8087392, 
Y09H012024P01JTW1,Y09H012024P01,Y09H012024,Yarra (C) - Richmond,Yarra (C),7,Melbourne (C) - Inner,Melbourne (C),8,Tram,4.38,35,35,AM Peak (7am to 9am),143.9105288,196.046979, 
Y09H012026P01JTW1,Y09H012026P01,Y09H012026,Yarra (C) - Richmond,Yarra (C),8,Yarra (C) - North,Yarra (C),8,Tram,3.22,35,35,AM Peak (7am to 9am),98.90175258,134.286932, 
Y09H012030P01JTW1,Y09H012030P01,Y09H012030,Yarra (C) - Richmond,Yarra (C),8,Melbourne (C) - Inner,Melbourne (C),8,Tram,4.75,45,45,AM Peak (7am to 9am),117.4407459,162.9217364, 
Y09H012032P01JTW1,Y09H012032P01,Y09H012032,Yarra (C) - Richmond,Yarra (C),6,Kingston (C) - North,Kingston (C),6,Vehicle Driver,20.58,30,30,Off Peak,44.27146648,60.65417545, 
Y09H012032P02JTW1,Y09H012032P02,Y09H012032,Yarra (C) - Richmond,Yarra (C),9,Yarra (C) - North,Yarra (C),9,Vehicle Driver,1.72,5,5,Off Peak,49.44739209,66.72504336, 
Y09H012033P01JTW1,Y09H012033P01,Y09H012033,Yarra (C) - Richmond,Yarra (C),9,Yarra (C) - North,Yarra (C),10,Vehicle Driver,3.2,20,30,Off Peak,74.40548263,124.29282, 
Y09H012036P01JTW1,Y09H012036P01,Y09H012036,Yarra (C) - Richmond,Yarra (C),8,Manningham (C) - West,Manningham (C),8,Vehicle Driver,11.34,25,25,AM Peak (7am to 9am),132.6821743,204.441946, 
Y09H012042P03JTW1,Y09H012042P03,Y09H012042,Yarra (C) - Richmond,Yarra (C),9,Boroondara (C) - Camberwell S.,Boroondara (C),10,Tram,7.17,61,61,Off Peak,113.6390041, ,287.7361401
Y09H012109P02JTW1,Y09H012109P02,Y09H012109,Port Phillip (C) - St Kilda,Port Phillip (C),8,Melbourne (C) - Inner,Melbourne (C),8,Vehicle Driver,8.5,35,45,AM Peak (7am to 9am),160.6913102,256.0518199, 
Y09H012111P01JTW1,Y09H012111P01,Y09H012111,Port Phillip (C) - St Kilda,Port Phillip (C),9,Melbourne (C) - Remainder,Melbourne (C),9,Vehicle Driver,11.95,40,40,Off Peak,245.6239711,354.6951128, 
Y09H012111P02JTW1,Y09H012111P02,Y09H012111,Port Phillip (C) - St Kilda,Port Phillip (C),8,Melbourne (C) - Southbank & Docklands,Melbourne (C),8,Vehicle Driver,7.87,15,15,AM Peak (7am to 9am),221.6551429,315.2615066, 
Y09H012115P01JTW1,Y09H012115P01,Y09H012115,Port Phillip (C) - St Kilda,Port Phillip (C),7,Melbourne (C) - Remainder,Melbourne (C),8,Vehicle Driver,11.57,45,45,AM Peak (7am to 9am),121.272914,176.6210919, 
Y09H012116P01JTW1,Y09H012116P01,Y09H012116,Port Phillip (C) - St Kilda,Port Phillip (C),6,Melbourne (C) - Remainder,Melbourne (C),6,Vehicle Driver,4.77,15,15,Off Peak,223.1224887,320.4820151, 
Y09H012126P01JTW1,Y09H012126P01,Y09H012126,Port Phillip (C) - St Kilda,Port Phillip (C),8,Port Phillip (C) - St Kilda,Port Phillip (C),8,Vehicle Driver,3.29,20,20,AM Peak (7am to 9am),142.5945383,210.7894755, 
Y09H012133P01JTW1,Y09H012133P01,Y09H012133,Port Phillip (C) - St Kilda,Port Phillip (C),6,Bayside (C) - South,Bayside (C),6,Bicycle,10.19,30,30,Off Peak,204.6972133,298.8709961, 
Y09H012134P01JTW1,Y09H012134P01,Y09H012134,Port Phillip (C) - St Kilda,Port Phillip (C),6,Melbourne (C) - Southbank & Docklands,Melbourne (C),6,Bicycle,8.24,30,30,Off Peak,117.6630504, ,437.3235614
Y09H012137P01JTW1,Y09H012137P01,Y09H012137,Port Phillip (C) - St Kilda,Port Phillip (C),9,Monash (C) - South-West,Monash (C),9,Vehicle Driver,18.21,50,50,Off Peak,235.6833326,345.5329106, 
Y09H012139P01JTW1,Y09H012139P01,Y09H012139,Port Phillip (C) - St Kilda,Port Phillip (C),7,Gr. Dandenong (C) - Balance,Greater Dandenong (C),8,Vehicle Driver,22.08,35,35,AM Peak (7am to 9am),270.7168438,393.3150965, 
Y09H012140P01JTW1,Y09H012140P01,Y09H012140,Port Phillip (C) - St Kilda,Port Phillip (C),7,Monash (C) - Waverley East,Monash (C),8,Vehicle Driver,16.64,25,25,AM Peak (7am to 9am),311.9943544,446.9379778, 
Y09H012140P02JTW1,Y09H012140P02,Y09H012140,Port Phillip (C) - St Kilda,Port Phillip (C),11,Monash (C) - South-West,Monash (C),15,Bicycle,14.46,160,210,Off Peak,311.9943544,446.9379778, 
Y09H012201P02JTW1,Y09H012201P02,Y09H012201,Yarra (C) - North,Yarra (C),8,Yarra (C) - Richmond,Yarra (C),9,Train,3.98,25,25,AM Peak (7am to 9am),46.45316061,73.39735716, 
Y09H012202P02JTW1,Y09H012202P02,Y09H012202,Yarra (C) - North,Yarra (C),7,Melbourne (C) - Inner,Melbourne (C),8,Train,6.36,30,30,AM Peak (7am to 9am),38.23609322,70.76114985, 
Y09H012217P01JTW1,Y09H012217P01,Y09H012217,Yarra (C) - North,Yarra (C),6,Glen Eira (C) - Caulfield,Glen Eira (C),8,Train,17.72,70,70,AM Peak (7am to 9am),157.846776,224.351125, 
Y09H012218P01JTW1,Y09H012218P01,Y09H012218,Yarra (C) - North,Yarra (C),9,Yarra (C) - North,Yarra (C),9,Bicycle,3.52,20,22,Off Peak,168.4615543,241.245986, 
Y09H012218P02JTW1,Y09H012218P02,Y09H012218,Yarra (C) - North,Yarra (C),8,Melbourne (C) - Remainder,Melbourne (C),9,Train,6.12,25,25,AM Peak (7am to 9am),152.0224989,214.425207, 
Y09H012229P03JTW1,Y09H012229P03,Y09H012229,Yarra (C) - North,Yarra (C),7,Melbourne (C) - Remainder,Melbourne (C),10,Train,56.7,120,156,AM Peak (7am to 9am),173.798894,251.2654052, 
Y09H012230P01JTW1,Y09H012230P01,Y09H012230,Yarra (C) - North,Yarra (C),9,Port Phillip (C) - West,Port Phillip (C),9,Motorcycle,9.9,18,18,Off Peak,161.0780427,233.0589662, 
Y09H012231P01JTW1,Y09H012231P01,Y09H012231,Yarra (C) - North,Yarra (C),8,Melbourne (C) - Remainder,Melbourne (C),9,Train,8.07,50,50,AM Peak (7am to 9am),208.7274381,301.2058484, 
Y09H012231P02JTW1,Y09H012231P02,Y09H012231,Yarra (C) - North,Yarra (C),8,Whitehorse (C) - Nunawading W.,Whitehorse (C),9,Vehicle Driver,20.97,35,35,AM Peak (7am to 9am),157.846776,224.351125, 
Y09H012232P01JTW1,Y09H012232P01,Y09H012232,Yarra (C) - North,Yarra (C),7,Melbourne (C) - Inner,Melbourne (C),8,Bicycle,6.54,30,50,AM Peak (7am to 9am),177.1021733,256.3265302, 
Y09H012232P02JTW1,Y09H012232P02,Y09H012232,Yarra (C) - North,Yarra (C),8,Melbourne (C) - Remainder,Melbourne (C),8,Bicycle,4.21,20,20,AM Peak (7am to 9am),152.0224989,214.425207, 
Y09H012233P01JTW1,Y09H012233P01,Y09H012233,Yarra (C) - North,Yarra (C),7,Darebin (C) - Preston,Darebin (C),15,Vehicle Driver,34.31,155,480,AM Peak (7am to 9am),57.91366208,83.21676822, 
Y09H012233P02JTW1,Y09H012233P02,Y09H012233,Yarra (C) - North,Yarra (C),8,Melbourne (C) - Inner,Melbourne (C),9,Train,9.17,40,40,AM Peak (7am to 9am),53.8942666,77.60414651, 
Y09H012233P03JTW1,Y09H012233P03,Y09H012233,Yarra (C) - North,Yarra (C),8,Banyule (C) - Heidelberg,Banyule (C),8,Vehicle Driver,4.44,25,25,AM Peak (7am to 9am),82.14428835,116.050874, 
Y09H012233P04JTW1,Y09H012233P04,Y09H012233,Yarra (C) - North,Yarra (C),17,Darebin (C) - Preston,Darebin (C),17,Vehicle Driver,7.29,25,25,PM Peak (3pm to 6pm),61.19659413,86.59737856, 
Y09H012237P02JTW1,Y09H012237P02,Y09H012237,Yarra (C) - North,Yarra (C),7,Boroondara (C) - Kew,Boroondara (C),8,Vehicle Driver,6.88,25,30,AM Peak (7am to 9am),38.85950778,60.4910265, 
Y09H012238P01JTW1,Y09H012238P01,Y09H012238,Yarra (C) - North,Yarra (C),7,Hume (C) - Broadmeadows,Hume (C),7,Vehicle Driver,16.31,30,30,AM Peak (7am to 9am),187.368267,271.8246305, 
Y09H012239P01JTW1,Y09H012239P01,Y09H012239,Yarra (C) - North,Yarra (C),6,Melbourne (C) - Remainder,Melbourne (C),7,Train,7.45,30,30,Off Peak,53.163588,99.03615145, 
Y09H012239P02JTW1,Y09H012239P02,Y09H012239,Yarra (C) - North,Yarra (C),7,Melbourne (C) - Inner,Melbourne (C),8,Train,6.27,30,30,AM Peak (7am to 9am),44.27146648,82.4714024, 
Y09H012240P02JTW1,Y09H012240P02,Y09H012240,Yarra (C) - North,Yarra (C),8,Melbourne (C) - Inner,Melbourne (C),8,Train,5.76,35,35,AM Peak (7am to 9am),51.95269673,95.69512679, 
Y09H012305P01JTW1,Y09H012305P01,Y09H012305,Yarra (C) - Richmond,Yarra (C),8,Kingston (C) - North,Kingston (C),9,Vehicle Driver,18.26,45,45,AM Peak (7am to 9am),52.51745531,71.11894734, 
Y09H012305P02JTW1,Y09H012305P02,Y09H012305,Yarra (C) - Richmond,Yarra (C),7,Whitehorse (C) - Box Hill,Whitehorse (C),8,Tram,12.19,55,55,AM Peak (7am to 9am),48.38649026,66.92609529, 
Y09H012311P01JTW1,Y09H012311P01,Y09H012311,Yarra (C) - Richmond,Yarra (C),7,Darebin (C) - Preston,Darebin (C),8,Vehicle Driver,10.51,30,30,AM Peak (7am to 9am),38.58979712,53.53680822, 
Y09H012311P02JTW1,Y09H012311P02,Y09H012311,Yarra (C) - Richmond,Yarra (C),8,Yarra (C) - Richmond,Yarra (C),9,Walking,0.28,10,10,AM Peak (7am to 9am),37.23973215,51.30234728, 
Y09H012315P01JTW1,Y09H012315P01,Y09H012315,Yarra (C) - Richmond,Yarra (C),8,Yarra (C) - Richmond,Yarra (C),8,Vehicle Driver,1.13,10,10,AM Peak (7am to 9am),200.4295932,273.1202358, 
Y09H012318P01JTW1,Y09H012318P01,Y09H012318,Yarra (C) - Richmond,Yarra (C),8,Port Phillip (C) - West,Port Phillip (C),9,Walking,3.91,49,50,AM Peak (7am to 9am),37.12946486,51.34637003, 
Y09H012323P02JTW1,Y09H012323P02,Y09H012323,Yarra (C) - Richmond,Yarra (C),7,Melbourne (C) - Remainder,Melbourne (C),8,Tram,6.99,70,70,AM Peak (7am to 9am),95.27852577,130.1224628, 
Y09H012324P02JTW1,Y09H012324P02,Y09H012324,Yarra (C) - Richmond,Yarra (C),8,Monash (C) - Waverley West,Monash (C),8,Vehicle Driver,16.09,25,25,AM Peak (7am to 9am),143.2324052,261.105871, 
